folder,label,tempo,zcr,beats,spec_centroid,rms_mode,rms_max,rms_avg,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,SpecCon0,SpecCon1,SpecCon2,SpecCon3,ton0,ton1,ton2,ton3,ton4,ton5,chr0,chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11
Daddy Yankee - Dura,<pad> joy,95.703125,0.0836596697908892,324,2223.961064593247,0.3,0.7,0.27507198,-69.397995,83.91776,-6.5897126,10.455906,6.1757565,2.6043277,-4.739847,3.0049524,-9.31781,8.137425,15.726138539362417,18.912801516867688,19.06435057377491,40.33359270194061,-0.1062449266062982,-0.0520056020910271,-0.0577246526807609,-0.009973417873944,0.0141484316679693,-0.0132058277488266,0.39869425,0.5270171,0.3898529,0.37852648,0.27546257,0.33838108,0.28553125,0.3297939,0.5018195,0.34784928,0.34058413,0.30830047
Daya - Hide Away,<pad> joy,95.703125,0.0961546016730216,326,2273.424731163883,0.2,0.3,0.15205571,-132.68184,85.225655,8.504478,18.420174,6.436962,2.928141,-1.8351612,-0.53812665,-5.9180098,-1.0333674,16.235150469540258,19.12162391230204,20.21920741248652,40.61628771720402,0.0895222860868142,-0.0078319767914024,0.0193775684782633,-0.0540964391127197,-0.0225249561033329,-0.0095280198632712,0.40731627,0.4105812,0.49298024,0.35174087,0.37346244,0.29340678,0.39556578,0.37404883,0.31291232,0.37304297,0.3635401,0.49977264
"Daya - Sit Still, Look Pretty",<pad> joy,184.5703125,0.1039532891635237,590,2191.277308849213,0.3,0.5,0.22429956,-91.054886,92.03911,-14.776064,3.9841874,1.073562,7.270523,4.405723,-0.09052887,3.2343042,3.1348784,15.00239589855731,18.406451163388404,19.994351105685933,43.215329152594286,0.0925000871520987,-0.0054464930765685,-0.0311882983859536,-0.0463619849986822,0.0023368669198631,-0.0126591548537519,0.2475707,0.35017687,0.51981163,0.3502582,0.3978148,0.2951957,0.41353965,0.37612456,0.30961785,0.3497943,0.2682904,0.2921088
Demi Lovato - Heart Attack,<pad> sadness,172.265625,0.1384808587853137,590,2874.3042980787754,0.1,0.3,0.12523185,-100.20492,56.575027,-11.57918,11.747115,-1.3057165,3.9083214,6.0969186,3.2264035,1.5212429,6.268767,15.586906986748458,18.50216681328845,22.36172808259578,38.72738482920326,-0.0977252299961189,0.0561070529967759,-0.0222699967031109,0.0582758672049874,-0.004215651469887,-0.002001880926335,0.47767633,0.3188004,0.27118585,0.31964234,0.22245345,0.27845997,0.21537514,0.30951303,0.34555393,0.26375186,0.35206068,0.29451203
Demi Lovato - Sorry Not Sorry,<pad> anger,143.5546875,0.100109423842896,494,2303.750778975772,0.2,0.7,0.22694364,-93.68413,78.80515,-4.917117,3.4086075,-0.3303741,0.24675204,0.36306748,7.9455914,0.17546146,4.606853,14.83034062800546,16.808790392930145,19.80895106723609,40.06497482297829,0.0575534387518516,-0.0395189430265408,0.0294471075265094,-0.046418408139909,0.002111942354098,-0.0034381175271344,0.3356344,0.38268125,0.4378298,0.34482765,0.38472748,0.33129555,0.41584346,0.33586252,0.34246668,0.42797711,0.38077837,0.4248417
Desiigner - Panda,<pad> joy,143.5546875,0.1077617680260894,561,2338.8091719564704,0.2,0.7,0.18871368,-116.74436,77.64742,-18.029078,29.158457,10.135231,12.037373,-3.9896154,4.611103,-0.89344186,10.55612,16.410585074983075,17.3224001495689,17.14470526569727,46.27415489304082,-0.1601991842999655,0.0138459326075096,0.1419713146736615,0.0114338017630052,0.0221701004154839,0.0576308893242481,0.4301673,0.3965273,0.45406574,0.55760914,0.5677507,0.57848644,0.49748376,0.43255568,0.46532843,0.4496209,0.5177061,0.4809757
Desiigner - Tiimmy Turner,<pad> anger,123.046875,0.0893441440978933,482,2244.853596152544,0.4,0.7,0.34081954,-18.669405,94.67483,-6.4086094,13.226028,10.044823,4.5697317,5.2739987,2.7463484,-3.4286923,3.712415,15.51165103225465,18.98832377596512,19.569029417195665,40.99588732457244,-0.085146757030066,-0.0957915320354587,-0.0698494940167177,-0.0528288674415267,0.0029397250888415,0.0194162508524505,0.43626168,0.58279246,0.3473261,0.3809761,0.39316162,0.46539855,0.50215626,0.3373419,0.39378566,0.39391384,0.35760087,0.3419656
DJ Snake - Let Me Love You,<pad> sadness,135.99917763157896,0.0733935061242653,446,1949.598106622959,0.2,0.4,0.16618446,-114.14331,109.23375,9.202386,11.8170805,14.181651,13.975902,4.842841,11.601746,2.0996497,9.334215,16.456873269799317,19.146778549632,19.611832723390197,41.91255805698199,-0.1148974815857963,0.0964215337351157,0.1124931585088298,0.1102072476857985,-0.0044663721626805,0.0261673269267943,0.49194434,0.30484322,0.3534768,0.4293104,0.30525148,0.28584743,0.30767354,0.5789714,0.46507916,0.3913932,0.39522588,0.3613931
DJ Snake - Middle,<pad> sadness,103.359375,0.0905371803373338,489,2222.3451295281147,0.3,0.6,0.2587353,-94.832695,85.10552,9.924337,9.621258,0.17037256,13.507576,-5.340881,5.958789,-4.420491,4.9262567,15.22675912827036,20.21775919879267,19.792913958951388,41.23760981816257,0.0719732299337114,-0.0850856218141319,-0.0421493386147777,0.0241816693720515,0.0085558827080338,-0.0205474416257597,0.35363388,0.4605498,0.3044812,0.29391608,0.46820536,0.30219176,0.29396453,0.26604086,0.3754558,0.42968085,0.3757578,0.43731198
DNCE - Cake By The Ocean,<pad> joy,117.45383522727272,0.1429944434500992,491,2858.200742683596,0.2,0.4,0.14793903,-79.61099,69.07294,-4.2153373,15.444573,-0.80564874,6.5107536,-4.2417054,3.0325944,-2.939825,5.523607,15.401789783481142,17.964595714753372,17.86189685626507,39.637132310618966,0.052466120439437,-0.0163031753108247,-0.0095662286882185,0.0182154777701639,0.0061146235098973,0.0038449535096122,0.40330878,0.33276033,0.33292758,0.33898982,0.46093372,0.3387095,0.37032822,0.38704473,0.3781442,0.48282415,0.42390954,0.4809117
Drake - Controlla,<pad> anger,123.046875,0.121282913978304,495,2603.613516783836,0.1,0.7,0.16161846,-161.02548,69.88371,14.29078,10.9267025,-6.5062666,0.78946,-12.017569,8.771969,-6.983403,1.8867279,17.040702980728614,19.73302253183573,21.155765206741528,40.62353946330606,-0.097722706343682,0.0461382659281653,-0.0336632347642571,-0.0358519985493599,0.0032454768288596,0.0009725424902769,0.48343125,0.4565853,0.37880376,0.47618815,0.41001463,0.52869374,0.45410213,0.4058024,0.4752841,0.41580436,0.531344,0.40795252
Drake - Hotline Bling,<pad> sadness,135.99917763157896,0.0706531426092633,633,2202.581112162646,0.1,0.4,0.12913689,-177.44188,89.10626,13.939923,21.385735,14.729639,9.416214,-7.336436,13.321696,-3.3503222,2.112908,15.2108168973234,18.61463765828336,18.85904551900397,42.14405606319627,0.1319725658852175,0.0903541890231302,-0.0638931801200772,-0.0599658393698891,-0.0215420913570434,0.0169483303243971,0.5203744,0.42652586,0.474254,0.42863134,0.49217787,0.45775434,0.39340526,0.45018712,0.49808323,0.6016146,0.55900234,0.52169037
Drake - Jumpman,<pad> joy,143.5546875,0.0468602453066862,477,1905.342884787332,0.3,0.7,0.27074078,-112.42171,99.57134,13.332242,27.403507,14.209328,16.32542,4.8889728,7.4880695,-1.5209109,8.865468,14.674281986657258,19.288774691519823,19.79272170994675,43.37568706484543,-0.0860796379701682,-0.1432292695946273,0.0505210652537156,-0.0779524002362713,-0.0119746604319838,0.0812413621752024,0.36626035,0.3899669,0.4051741,0.5376408,0.5364828,0.52394444,0.6129953,0.5853235,0.67368805,0.61161757,0.49430826,0.3858511
Drake - One Dance,<pad> anger,135.99917763157896,0.0638695772792259,379,1874.7266563871272,0.1,0.6,0.23803698,-132.67154,97.20186,10.528452,25.924358,5.5884147,8.5574,-1.5603596,13.03647,-4.1748977,5.4266253,16.43827106634837,19.921570974539684,20.57930448342349,42.11094844856401,-0.0666357150605734,0.0615386612387184,-0.1248810682682651,0.032677491808991,-0.0240844596851455,-0.0219599877739284,0.40624964,0.43234763,0.39472544,0.5115587,0.48512113,0.56173176,0.44320616,0.41371548,0.48653296,0.4502948,0.45876482,0.3534965
Drake - Passionfruit,<pad> joy,112.34714673913044,0.0387151252596684,558,1324.8386799722666,0.2,0.5,0.2023375,-183.26544,120.02,33.823524,37.783504,15.729732,18.926111,3.7717812,12.005292,1.6655194,7.8710585,17.68656889941826,19.552240171214184,18.19607767243158,41.843571612321725,-0.0367895149101964,-0.0823824458372415,0.0252777003850436,0.0334125644953149,0.024988774319906,-0.0037476021563833,0.3562635,0.44833076,0.38862702,0.47261658,0.46088198,0.39632624,0.39661863,0.347499,0.37582546,0.34781486,0.45139712,0.50139046
Dua Lipa - Garden,<pad> sadness,151.99908088235293,0.1068274175563728,537,2378.319450732328,0.3,0.6,0.2693169,-59.10912,80.34026,-2.053651,23.901047,5.5604033,-0.5283821,1.4766095,-5.7965636,-0.59668875,11.9701605,17.13462952371958,21.369475047367462,21.93837026688212,42.4414649664077,-0.1149597460353323,0.0288399386421585,-0.0624443025542111,-0.029802579949727,0.0208464957528703,-0.0038568278047707,0.42743045,0.46189085,0.26835257,0.28602344,0.26965812,0.42788383,0.3377066,0.3218191,0.41041785,0.37302825,0.4697431,0.3276487
Dua Lipa - Hotter Than Hell,<pad> sadness,107.666015625,0.1042524559037343,387,2273.5317222667754,0.3,0.5,0.24436285,-81.51478,81.073616,-6.253296,13.740369,6.631499,2.969711,1.8006015,-0.16237147,-1.9787064,7.0544963,15.16042712110906,19.06457549680405,18.955733056023348,40.34612656143334,-0.089333903300497,-0.0416282587589433,0.0074988821284888,-0.0102229463063732,-0.0036971781988033,-0.00186774569216,0.29352766,0.3494275,0.32120246,0.50151587,0.30444375,0.3777434,0.37276772,0.31455266,0.4500306,0.31691206,0.4072397,0.33523196
Dua Lipa - New Rules,<pad> sadness,117.45383522727272,0.089222979954536,406,2505.876153328212,0.4,0.6,0.32257703,-58.30946,76.24777,8.406681,14.557274,7.692894,5.0729275,4.2072253,1.5461134,0.46930912,10.3214655,15.623951780687992,18.76733178559363,19.13869601688121,38.81623809041371,0.0735322592506284,0.0527185551904257,-0.103277403637812,0.0131118803514668,-0.0112203099551718,0.0165207369354045,0.42179358,0.29727486,0.32673103,0.3119433,0.40898255,0.34366423,0.35245293,0.42992094,0.45059964,0.5564503,0.40739506,0.4339671
Ed Sheeran - Castle on the Hill,<pad> joy,135.99917763157896,0.083297916414813,618,1831.5053446057552,0.3,0.5,0.23686332,-87.92109,104.958626,-9.670721,34.691494,8.588727,8.205667,1.1914587,4.606324,-3.8236585,3.8579154,15.016935684700002,18.59669135424354,19.106665913864266,44.11829366193432,0.1120395542597718,-0.0017812914570494,-0.000334760009515,-0.0628555772163611,-0.0010383972898957,-0.0121270906561289,0.2850528,0.40388048,0.59557956,0.35415167,0.39968142,0.2866309,0.36320177,0.34549212,0.33574793,0.49234012,0.32001883,0.32289642
Ed Sheeran - Galway Girl,<pad> love,99.38401442307692,0.1075721503608427,269,2306.113427194804,0.3,0.6,0.25430104,-52.565777,89.31128,-10.011815,20.750532,4.9835024,6.337133,-0.6599679,5.137381,-2.1629553,3.686192,15.33472759667459,18.90858119872529,18.496249637872637,42.80145301660953,0.0454822415164739,-0.0706608117074452,-0.027077968285724,0.0081195397370912,-0.0050359066180316,0.0219597350676045,0.3748808,0.444349,0.3437824,0.3637838,0.45128843,0.37688544,0.44496354,0.349395,0.44330677,0.49204013,0.38593662,0.43648285
Ed Sheeran - Happier,<pad> joy,89.10290948275862,0.0606856701549709,295,1696.538385952644,0.1,0.6,0.24305256,-123.59007,100.80873,8.234447,27.330917,11.923753,11.955739,-2.9147356,8.084071,-0.58511126,1.7880012,16.274386165990208,20.279973563199967,20.121824564481063,42.725412079848574,0.0790700034839676,0.1297200725316708,-0.041229259007696,0.1272759508101146,0.0098202298724121,0.0266041641456587,0.5110821,0.32218525,0.28700238,0.28306642,0.47377366,0.36393625,0.28850433,0.4563215,0.35575145,0.34785327,0.2883723,0.36240944
Ed Sheeran - Perfect,<pad> joy,63.02400914634146,0.0842950736605291,283,2078.151945472316,0.3,0.6,0.2791325,-66.05977,95.023346,7.524371,40.238293,4.8827496,6.972188,-0.5030209,1.0693213,-5.588075,7.698731,18.261681101259654,21.14630358363249,22.963905974065483,44.31235906729325,-0.2518113340780767,0.0324673832506342,0.0050775237856735,0.1241588730380023,-0.0240327732318855,-0.0003082228827219,0.43703833,0.31478637,0.2876245,0.44647488,0.29277706,0.31626013,0.246598,0.37699863,0.48258197,0.3147405,0.33256942,0.28567988
Ed Sheeran - Shape of You,<pad> joy,129.19921875,0.0791114211145521,523,1945.4359600095063,0.3,0.6,0.25154296,-93.42548,94.20055,1.2856519,20.872696,6.3547997,3.6561108,-8.759515,0.65373206,-11.074495,0.63264513,17.06229183373041,19.61041856617941,17.00214575540989,40.26801355768073,0.014017472416507,-0.0999332839307494,-0.054589890067672,-0.0074465455582376,0.0136118702410448,0.0112068762695159,0.258572,0.4580966,0.28916728,0.25537267,0.37481883,0.32554176,0.45510942,0.33847505,0.3594589,0.3650804,0.2527808,0.25976053
Enrique Iglesias - EL BAÑO,<pad> joy,89.10290948275862,0.0924198343948312,351,2271.6439511606845,0.2,0.4,0.18328889,-98.93062,87.656364,4.682733,24.380323,4.4819517,7.827914,2.5193655,6.484454,-4.120321,12.263494,16.398528772769744,18.918841058952303,20.16814880106829,41.21117297571854,0.0495988131095711,-0.1143640086337349,-0.0117496444118129,-0.017095403677675,-0.004746955000209,0.013815049011911,0.3603124,0.4253012,0.35563424,0.3549007,0.37741676,0.35602427,0.45290622,0.35704723,0.42578295,0.4964717,0.4044553,0.41298243
Fitz and The Tantrums - HandClap,<pad> joy,135.99917763157896,0.1127747638565246,440,2467.341274521207,0.1,0.3,0.14141145,-93.67711,77.14354,-16.866354,26.54975,11.954154,11.201924,3.0437982,7.5573483,3.2171514,4.231715,16.878137344926728,18.18921638618193,18.338740996605477,43.73436319399468,-0.0433313663249364,0.0839919589880982,0.0476295686233461,0.0601249078087212,0.0118392030030183,0.0111612484879249,0.52742416,0.32717326,0.37865913,0.39128277,0.32572216,0.31147814,0.32379153,0.5075363,0.41543442,0.4085838,0.44993746,0.41185254
Flo Rida - My House,<pad> joy,95.703125,0.0979758916919176,300,2330.0841265065897,0.2,0.6,0.29341176,-33.6896,90.370056,4.4591947,20.553621,5.343496,7.4489317,-4.6680703,7.992761,-8.577979,3.767539,14.970782906812529,18.461777004406787,18.114845131565435,40.503338162320894,-0.0066680488151439,0.0901736396205539,0.0502581804426699,-0.0472576608492418,0.0175497119148608,-0.018359412084473,0.3690314,0.3453589,0.5217589,0.3635121,0.3066469,0.40375292,0.34512913,0.44135797,0.39672396,0.42074937,0.568205,0.42031574
Florida Georgia Line - H.O.L.Y,<pad> sadness,78.30255681818181,0.0723112097825536,266,1709.5717386374806,0.1,0.2,0.10492104,-177.1783,106.261154,0.3213562,13.756857,8.258257,8.233283,-3.641098,4.2511396,-3.4159713,-0.9771089,16.583057381673708,20.61940544764904,21.04890413463308,41.66053473510985,-0.0311478475635755,0.1623570122832055,-0.0007409435792522,-0.0592160737735359,0.0077684846259369,-0.0080853820586207,0.42190304,0.271582,0.40368003,0.26617536,0.24842836,0.42138034,0.26575986,0.33633208,0.23462935,0.32128295,0.40941042,0.282597
Frank Ocean - Pink + White,<pad> anger,80.74951171875,0.0799858470270652,227,1773.5098924752867,0.2,0.4,0.21144223,-122.61771,113.47358,7.7288337,26.295177,0.16887975,0.5683068,-0.21714567,0.31125888,-7.8026643,2.249407,16.199046946739518,20.180491759833902,21.76701828919272,43.72751919023648,0.0747305095928052,-0.0532277850363178,-0.0124681061850417,0.1012589591388425,-0.0012203978890881,-0.006870863974036,0.2953282,0.310628,0.28088242,0.28982553,0.51586676,0.3415143,0.3444914,0.35524398,0.38927123,0.38849586,0.3077223,0.4297946
French Montana - Unforgettable,<pad> joy,129.19921875,0.0722535394170104,611,1762.4864786286155,0.2,0.7,0.23220094,-91.42747,118.98782,0.795973,22.714205,10.255728,9.692337,-0.036089763,7.330863,-3.5247626,6.387981,14.27022574715112,17.383361773573853,18.16150895065565,44.30433704915835,-0.0849377372402133,-0.0616056341517108,-0.0099329843818456,0.0050445636373151,-0.0024262398982167,0.0087741654993873,0.42986175,0.513955,0.45161507,0.56792104,0.40931955,0.4179776,0.4521741,0.4201577,0.50025856,0.42414138,0.43076727,0.45696753
Future - Mask Off,<pad> joy,151.99908088235293,0.0265727157439879,693,1276.5129714590348,0.4,0.5,0.22777554,-201.31358,114.25911,16.053968,14.878118,21.313541,18.796413,3.082372,13.589038,3.0684335,9.800819,14.081497558282274,18.61276960983209,17.832203055506167,44.00752258002598,0.1328628743176448,0.0885213374932685,-0.0168133963989597,-0.183931640895244,-0.0670685795191169,-0.0240452534345516,0.55399364,0.5741336,0.6433675,0.6207731,0.66962093,0.6134368,0.53222024,0.5137062,0.48416167,0.54218,0.5452617,0.5493588
"G-Eazy - Me, Myself & I",<pad> joy,112.34714673913044,0.0793822429469041,645,2034.764976857369,0.1,0.3,0.124394156,-147.47676,101.12275,0.8208148,19.92403,-0.72452617,6.3348246,-3.1415718,-0.27212122,-1.5392581,2.1177273,15.423933194895104,19.02583232716764,19.488832387696995,41.4830785589656,-0.0806756562536929,0.1131429098280762,0.0064450409702525,0.0699579756632546,-0.0092912517547945,0.0041728017787883,0.44723925,0.30896834,0.3284811,0.3835256,0.32446796,0.35386488,0.33156088,0.4211418,0.3887496,0.39132437,0.40376562,0.37950736
Galantis - No Money,<pad> anger,123.046875,0.148758905998621,355,2726.5184991674864,0.2,0.5,0.20429789,-74.00629,65.74191,-3.7508733,25.883787,-5.912416,6.0318437,-5.600427,-1.4551411,-0.5258401,-0.19964926,14.274598402298444,18.68262004422133,20.90518106576712,42.08010091886256,0.0418447342946454,-0.0741878692780621,-0.0500176417666171,-0.0507786105259768,-0.0005690267006621,0.0065238639066765,0.3678587,0.5283132,0.39127913,0.33727235,0.39191884,0.34097135,0.45969713,0.33678764,0.43803936,0.48528203,0.35939208,0.4064398
Girl's Day - Thirsty,<pad> anger,92.28515625,0.1101874470947751,274,2563.908316914544,0.3,0.6,0.26953283,-57.57637,67.53164,-2.2597094,23.168024,-0.23520097,2.2050936,-2.8190126,0.12916993,6.264921,5.8239245,19.028616870306493,21.73128176006877,24.249815140786104,41.663699779762375,0.0613898244801857,0.1078778257320135,-0.0558414323755681,-0.0558388988411857,-0.0229674154305346,-0.0098350344264212,0.36638233,0.32351235,0.40609875,0.27545136,0.29197243,0.38835013,0.2786413,0.36691993,0.31170696,0.45780075,0.30024347,0.28643525
Halsey - Bad At Love,<pad> joy,117.45383522727272,0.0930909347872576,336,2254.0592940946526,0.3,0.7,0.30124193,-52.097668,90.82211,-3.5492947,8.002749,4.9014916,2.257732,1.5224113,5.699428,1.9662857,4.090196,17.54489092483358,20.548534318089654,21.42380084959481,40.54476585341434,0.0742145358081639,0.21760433620382,0.0025686199412489,0.0585439463363547,0.0129608137425669,-0.0272728032796451,0.41104233,0.28793585,0.36370546,0.2912264,0.39367467,0.24811451,0.2981771,0.48652145,0.30880252,0.3646099,0.23532991,0.31501576
Halsey - Hopeless,<pad> sadness,89.10290948275862,0.0892099821013931,268,1765.8314710736915,0.2,0.5,0.20035914,-129.78775,124.42984,-9.788346,14.059442,5.700353,-2.355621,3.3619921,-4.558951,5.273462,-0.18124235,16.163145575180835,19.9130357004837,21.30142082435028,43.73172175398358,-0.1796184210616876,0.1634993292240496,0.0989752541436314,0.0103376283750352,0.0034318933860646,0.0237155410705924,0.3639422,0.22766912,0.36756328,0.48545495,0.2732536,0.37233245,0.2519511,0.38157594,0.2970073,0.29842338,0.45129117,0.29852402
Halsey - Strangers,<pad> joy,107.666015625,0.0755837642785274,410,2014.302978674786,0.2,0.3,0.1525663,-138.6689,103.07396,8.5482235,3.2336063,3.4559822,7.0366135,-0.7788515,1.6539057,2.6952102,0.9334763,15.049996606588916,18.253700349337787,19.3958812779579,41.33588553893941,-0.0205033708489695,-0.1181080634363314,-0.0065522164635088,0.0148188021791583,-0.0064606981783779,-0.0135115426460371,0.4061685,0.5466207,0.35422853,0.40471622,0.41498858,0.30261517,0.4092954,0.36105394,0.46948996,0.36064988,0.37821338,0.4258612
Harry Styles - Sign of the Times,<pad> joy,123.046875,0.0830170435226113,642,1888.6496064532448,0.3,0.5,0.22937097,-76.44092,110.998764,-11.564363,20.366827,7.3498926,6.264591,-3.7329016,7.1157236,-1.2641817,1.4265598,16.447859200391132,20.102834913057528,21.0055719222415,45.27874124847577,0.077719052417379,0.1895009977666784,-0.0658054116359997,0.0738911564607237,-0.0223455479561381,0.0139752832283631,0.48714963,0.34150523,0.361407,0.31062356,0.3868688,0.42931905,0.2657443,0.35448265,0.25630882,0.3499176,0.2952331,0.30178323
